resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId
11322.0,475.0,119.0,34.0,2.0,10.0,15.0,15,15.0,0.0,69.0,,,,,,,13.0
11323.0,475.0,200.0,37.0,17.0,24.0,,R,16.0,0.0,60.0,,,,,,,5.0
11324.0,475.0,136.0,55.0,33.0,26.0,,R,17.0,0.0,41.0,,,,,,,5.0
11325.0,475.0,173.0,32.0,11.0,15.0,,R,18.0,0.0,40.0,,,,,,,64.0
11326.0,475.0,110.0,51.0,22.0,9.0,,R,19.0,0.0,35.0,,,,,,,10.0
11327.0,475.0,117.0,4.0,15.0,2.0,,R,20.0,0.0,33.0,,,,,,,5.0
11328.0,475.0,163.0,4.0,16.0,1.0,,R,21.0,0.0,21.0,,,,,,,20.0
11329.0,475.0,205.0,25.0,4.0,20.0,,R,22.0,0.0,21.0,,,,,,,37.0
11330.0,475.0,196.0,37.0,18.0,22.0,,R,23.0,0.0,21.0,,,,,,,5.0
11331.0,475.0,192.0,56.0,20.0,19.0,,R,24.0,0.0,18.0,,,,,,,69.0
11332.0,475.0,118.0,53.0,35.0,13.0,,R,25.0,0.0,15.0,,,,,,,44.0
11333.0,475.0,172.0,27.0,26.0,21.0,,R,26.0,0.0,4.0,,,,,,,64.0
11334.0,475.0,195.0,57.0,14.0,0.0,,F,27.0,0.0,0.0,,,,,,,81.0
11335.0,475.0,170.0,53.0,36.0,0.0,,F,28.0,0.0,0.0,,,,,,,81.0
11336.0,475.0,158.0,27.0,25.0,0.0,,F,29.0,0.0,0.0,,,,,,,81.0
11337.0,475.0,90.0,32.0,12.0,0.0,,F,30.0,0.0,0.0,,,,,,,81.0
11338.0,475.0,208.0,37.0,19.0,0.0,,F,31.0,0.0,0.0,,,,,,,97.0
11339.0,476.0,182.0,1.0,8.0,5.0,1.0,1,1.0,9.0,76.0,35:33.8,5733812.0,,,,,1.0
11340.0,476.0,202.0,6.0,28.0,4.0,2.0,2,2.0,6.0,76.0,25.726,5759538.0,,,,,1.0
11341.0,476.0,175.0,6.0,27.0,13.0,3.0,3,3.0,4.0,76.0,38.436,5772248.0,,,,,1.0
11342.0,476.0,173.0,32.0,11.0,7.0,4.0,4,4.0,3.0,76.0,41.242,5775054.0,,,,,1.0
11343.0,476.0,206.0,3.0,5.0,10.0,5.0,5,5.0,2.0,76.0,41.43,5775242.0,,,,,1.0
11344.0,476.0,117.0,4.0,15.0,8.0,6.0,6,6.0,1.0,76.0,41.636,5775448.0,,,,,1.0
11345.0,476.0,152.0,51.0,23.0,14.0,7.0,7,7.0,0.0,75.0,,,,,,,11.0
11346.0,476.0,205.0,25.0,4.0,17.0,8.0,8,8.0,0.0,75.0,,,,,,,11.0
11347.0,476.0,184.0,21.0,30.0,26.0,9.0,9,9.0,0.0,74.0,,,,,,,12.0
11348.0,476.0,200.0,37.0,17.0,25.0,10.0,10,10.0,0.0,73.0,,,,,,,13.0
11349.0,476.0,110.0,51.0,22.0,11.0,,R,11.0,0.0,66.0,,,,,,,10.0
11350.0,476.0,158.0,27.0,25.0,24.0,,R,12.0,0.0,60.0,,,,,,,5.0
11351.0,476.0,176.0,21.0,29.0,22.0,,R,13.0,0.0,59.0,,,,,,,5.0
11352.0,476.0,177.0,3.0,6.0,1.0,,R,14.0,0.0,50.0,,,,,,,69.0
11353.0,476.0,105.0,25.0,3.0,9.0,,R,15.0,0.0,44.0,,,,,,,5.0
11354.0,476.0,172.0,27.0,26.0,20.0,,R,16.0,0.0,41.0,,,,,,,6.0
11355.0,476.0,118.0,53.0,35.0,16.0,,R,17.0,0.0,40.0,,,,,,,86.0
11356.0,476.0,95.0,32.0,12.0,23.0,,R,18.0,0.0,29.0,,,,,,,100.0
11357.0,476.0,137.0,34.0,1.0,3.0,,R,19.0,0.0,9.0,,,,,,,69.0
11358.0,476.0,195.0,57.0,14.0,19.0,,R,20.0,0.0,3.0,,,,,,,5.0
11359.0,476.0,197.0,45.0,31.0,18.0,,R,21.0,0.0,2.0,,,,,,,4.0
11360.0,476.0,192.0,56.0,20.0,21.0,,R,22.0,0.0,2.0,,,,,,,4.0
11361.0,476.0,187.0,1.0,7.0,12.0,,R,23.0,0.0,2.0,,,,,,,20.0
11362.0,476.0,119.0,34.0,2.0,2.0,,R,24.0,0.0,0.0,,,,,,,4.0
11363.0,476.0,163.0,4.0,16.0,6.0,,R,25.0,0.0,0.0,,,,,,,4.0
11364.0,476.0,170.0,53.0,36.0,15.0,,R,26.0,0.0,0.0,,,,,,,4.0
11365.0,476.0,181.0,54.0,9.0,0.0,,F,27.0,0.0,0.0,,,,,,,81.0
11366.0,476.0,136.0,55.0,33.0,0.0,,F,28.0,0.0,0.0,,,,,,,81.0
11367.0,476.0,194.0,54.0,10.0,0.0,,F,29.0,0.0,0.0,,,,,,,81.0
11368.0,476.0,196.0,37.0,18.0,0.0,,F,30.0,0.0,0.0,,,,,,,81.0
11369.0,477.0,163.0,4.0,16.0,1.0,1.0,1,1.0,9.0,54.0,33:33.2,5613217.0,,,,,1.0
11370.0,477.0,117.0,4.0,15.0,2.0,2.0,2,2.0,6.0,54.0,17.308,5630525.0,,,,,1.0
11371.0,477.0,202.0,6.0,28.0,3.0,3.0,3,3.0,4.0,54.0,42.128,5655345.0,,,,,1.0
11372.0,477.0,175.0,6.0,27.0,5.0,4.0,4,4.0,3.0,54.0,+1:16.241,5689458.0,,,,,1.0
11373.0,477.0,177.0,3.0,6.0,10.0,5.0,5,5.0,2.0,54.0,+1:30.994,5704211.0,,,,,1.0
11374.0,477.0,105.0,25.0,3.0,15.0,6.0,6,6.0,1.0,54.0,+1:32.339,5705556.0,,,,,1.0
11375.0,477.0,206.0,3.0,5.0,11.0,7.0,7,7.0,0.0,53.0,,,,,,,11.0
11376.0,477.0,182.0,1.0,8.0,9.0,8.0,8,8.0,0.0,53.0,,,,,,,11.0
11377.0,477.0,152.0,51.0,23.0,8.0,9.0,9,9.0,0.0,53.0,,,,,,,11.0
11378.0,477.0,205.0,25.0,4.0,23.0,10.0,10,10.0,0.0,53.0,,,,,,,11.0
11379.0,477.0,181.0,54.0,9.0,18.0,11.0,11,11.0,0.0,52.0,,,,,,,12.0
11380.0,477.0,209.0,32.0,12.0,24.0,12.0,12,12.0,0.0,52.0,,,,,,,12.0
11381.0,477.0,176.0,21.0,29.0,20.0,13.0,13,13.0,0.0,52.0,,,,,,,12.0
11382.0,477.0,172.0,27.0,26.0,16.0,14.0,14,14.0,0.0,51.0,,,,,,,13.0
11383.0,477.0,118.0,53.0,35.0,14.0,15.0,15,15.0,0.0,50.0,,,,,,,14.0
11384.0,477.0,158.0,27.0,25.0,19.0,16.0,16,16.0,0.0,49.0,,,,,,,15.0
11385.0,477.0,110.0,51.0,22.0,7.0,,R,17.0,0.0,25.0,,,,,,,20.0
11386.0,477.0,137.0,34.0,1.0,6.0,,R,18.0,0.0,23.0,,,,,,,5.0
11387.0,477.0,173.0,32.0,11.0,13.0,,R,19.0,0.0,17.0,,,,,,,69.0
11388.0,477.0,187.0,1.0,7.0,12.0,,R,20.0,0.0,13.0,,,,,,,10.0
11389.0,477.0,200.0,37.0,17.0,26.0,,R,21.0,0.0,10.0,,,,,,,20.0
11390.0,477.0,184.0,21.0,30.0,25.0,,R,22.0,0.0,10.0,,,,,,,4.0
11391.0,477.0,119.0,34.0,2.0,4.0,,R,23.0,0.0,8.0,,,,,,,5.0
11392.0,477.0,194.0,54.0,10.0,22.0,,R,24.0,0.0,2.0,,,,,,,20.0
11393.0,477.0,197.0,45.0,31.0,17.0,,R,25.0,0.0,0.0,,,,,,,86.0
11394.0,477.0,170.0,53.0,36.0,21.0,,R,26.0,0.0,0.0,,,,,,,10.0
11395.0,477.0,136.0,55.0,33.0,0.0,,F,27.0,0.0,0.0,,,,,,,81.0
11396.0,477.0,195.0,57.0,14.0,0.0,,F,28.0,0.0,0.0,,,,,,,81.0
11397.0,477.0,196.0,37.0,18.0,0.0,,F,29.0,0.0,0.0,,,,,,,81.0
11398.0,478.0,175.0,6.0,27.0,5.0,1.0,1,1.0,9.0,45.0,27:25.2,5245178.0,,,,,1.0
11399.0,478.0,163.0,4.0,16.0,3.0,2.0,2,2.0,6.0,45.0,16.379,5261557.0,,,,,1.0
11400.0,478.0,177.0,3.0,6.0,9.0,3.0,3,3.0,4.0,44.0,,,,,,,11.0
11401.0,478.0,105.0,25.0,3.0,7.0,4.0,4,4.0,3.0,44.0,,,,,,,11.0
11402.0,478.0,152.0,51.0,23.0,11.0,5.0,5,5.0,2.0,44.0,,,,,,,11.0
11403.0,478.0,176.0,21.0,29.0,26.0,6.0,6,6.0,1.0,44.0,,,,,,,11.0
11404.0,478.0,205.0,25.0,4.0,17.0,7.0,7,7.0,0.0,44.0,,,,,,,11.0
11405.0,478.0,195.0,57.0,14.0,21.0,8.0,8,8.0,0.0,44.0,,,,,,,11.0
11406.0,478.0,95.0,32.0,12.0,18.0,9.0,9,9.0,0.0,43.0,,,,,,,12.0
11407.0,478.0,118.0,53.0,35.0,14.0,10.0,10,10.0,0.0,43.0,,,,,,,12.0
11408.0,478.0,192.0,56.0,20.0,25.0,11.0,11,11.0,0.0,43.0,,,,,,,12.0
11409.0,478.0,187.0,1.0,7.0,10.0,,R,12.0,0.0,36.0,,,,,,,22.0
11410.0,478.0,172.0,27.0,26.0,15.0,,R,13.0,0.0,36.0,,,,,,,64.0
11411.0,478.0,206.0,3.0,5.0,19.0,,R,14.0,0.0,25.0,,,,,,,5.0
11412.0,478.0,196.0,37.0,18.0,24.0,,R,15.0,0.0,22.0,,,,,,,27.0
11413.0,478.0,173.0,32.0,11.0,13.0,,R,16.0,0.0,21.0,,,,,,,64.0
11414.0,478.0,137.0,34.0,1.0,4.0,,R,17.0,0.0,18.0,,,,,,,4.0
11415.0,478.0,194.0,54.0,10.0,22.0,,R,18.0,0.0,17.0,,,,,,,4.0
11416.0,478.0,117.0,4.0,15.0,2.0,,R,19.0,0.0,14.0,,,,,,,98.0
11417.0,478.0,119.0,34.0,2.0,6.0,,R,20.0,0.0,13.0,,,,,,,5.0
11418.0,478.0,110.0,51.0,22.0,8.0,,R,21.0,0.0,9.0,,,,,,,6.0
11419.0,478.0,158.0,27.0,25.0,12.0,,R,22.0,0.0,8.0,,,,,,,69.0
11420.0,478.0,184.0,21.0,30.0,23.0,,R,23.0,0.0,6.0,,,,,,,69.0
11421.0,478.0,197.0,45.0,31.0,20.0,,R,24.0,0.0,3.0,,,,,,,38.0
11422.0,478.0,181.0,54.0,9.0,16.0,,R,25.0,0.0,3.0,,,,,,,8.0
11423.0,478.0,202.0,6.0,28.0,1.0,,W,26.0,0.0,0.0,,,,,,,3.0
11424.0,478.0,210.0,55.0,33.0,0.0,,F,27.0,0.0,0.0,,,,,,,81.0
11425.0,478.0,211.0,37.0,17.0,0.0,,F,28.0,0.0,0.0,,,,,,,81.0
11426.0,478.0,170.0,53.0,36.0,0.0,,F,29.0,0.0,0.0,,,,,,,81.0
11427.0,479.0,173.0,32.0,11.0,7.0,1.0,1,1.0,9.0,53.0,25:02.2,5102212.0,,,,,1.0
11428.0,479.0,177.0,3.0,6.0,6.0,2.0,2,2.0,6.0,53.0,0.05,5102262.0,,,,,1.0
11429.0,479.0,172.0,27.0,26.0,14.0,3.0,3,3.0,4.0,52.0,,,,,,,11.0
11430.0,479.0,175.0,6.0,27.0,4.0,4.0,4,4.0,3.0,52.0,,,,,,,11.0
11431.0,479.0,182.0,1.0,8.0,10.0,5.0,5,5.0,2.0,52.0,,,,,,,11.0
11432.0,479.0,184.0,21.0,30.0,23.0,6.0,6,6.0,1.0,52.0,,,,,,,11.0
11433.0,479.0,192.0,56.0,20.0,20.0,7.0,7,7.0,0.0,51.0,,,,,,,12.0
11434.0,479.0,117.0,4.0,15.0,3.0,8.0,8,8.0,0.0,48.0,,,,,,,98.0
11435.0,479.0,187.0,1.0,7.0,18.0,9.0,9,9.0,0.0,44.0,,,,,,,5.0
11436.0,479.0,205.0,25.0,4.0,19.0,,R,10.0,0.0,32.0,,,,,,,5.0
11437.0,479.0,137.0,34.0,1.0,1.0,,R,11.0,0.0,31.0,,,,,,,10.0
11438.0,479.0,210.0,55.0,33.0,26.0,,R,12.0,0.0,28.0,,,,,,,20.0
11439.0,479.0,176.0,21.0,29.0,21.0,,R,13.0,0.0,28.0,,,,,,,5.0
11440.0,479.0,119.0,34.0,2.0,2.0,,R,14.0,0.0,27.0,,,,,,,5.0
11441.0,479.0,158.0,27.0,25.0,22.0,,R,15.0,0.0,22.0,,,,,,,5.0
11442.0,479.0,95.0,32.0,12.0,12.0,,R,16.0,0.0,17.0,,,,,,,5.0
11443.0,479.0,163.0,4.0,16.0,5.0,,R,17.0,0.0,16.0,,,,,,,98.0
11444.0,479.0,181.0,54.0,9.0,25.0,,R,18.0,0.0,15.0,,,,,,,20.0
11445.0,479.0,118.0,53.0,35.0,15.0,,R,19.0,0.0,7.0,,,,,,,22.0
11446.0,479.0,170.0,53.0,36.0,17.0,,R,20.0,0.0,7.0,,,,,,,7.0
11447.0,479.0,195.0,57.0,14.0,16.0,,R,21.0,0.0,6.0,,,,,,,20.0
11448.0,479.0,105.0,25.0,3.0,8.0,,R,22.0,0.0,1.0,,,,,,,20.0
11449.0,479.0,211.0,37.0,17.0,24.0,,R,23.0,0.0,1.0,,,,,,,38.0
11450.0,479.0,206.0,3.0,5.0,9.0,,R,24.0,0.0,0.0,,,,,,,4.0
11451.0,479.0,110.0,51.0,22.0,11.0,,R,25.0,0.0,0.0,,,,,,,4.0
11452.0,479.0,152.0,51.0,23.0,13.0,,R,26.0,0.0,0.0,,,,,,,4.0
11453.0,479.0,196.0,37.0,18.0,0.0,,F,27.0,0.0,0.0,,,,,,,81.0
11454.0,479.0,197.0,45.0,31.0,0.0,,F,28.0,0.0,0.0,,,,,,,81.0
11455.0,479.0,194.0,54.0,10.0,0.0,,F,29.0,0.0,0.0,,,,,,,81.0
11456.0,480.0,177.0,3.0,6.0,8.0,1.0,1,1.0,9.0,80.0,32:41.1,5561087.0,,,,,1.0
11457.0,480.0,117.0,4.0,15.0,1.0,2.0,2,2.0,6.0,80.0,4.442,5565529.0,,,,,1.0
11458.0,480.0,182.0,1.0,8.0,4.0,3.0,3,3.0,4.0,80.0,+1:00.343,5621430.0,,,,,1.0
11459.0,480.0,137.0,34.0,1.0,6.0,4.0,4,4.0,3.0,79.0,,,,,,,11.0
11460.0,480.0,119.0,34.0,2.0,3.0,5.0,5,5.0,2.0,79.0,,,,,,,11.0
11461.0,480.0,173.0,32.0,11.0,15.0,6.0,6,6.0,1.0,79.0,,,,,,,11.0
11462.0,480.0,105.0,25.0,3.0,12.0,7.0,7,7.0,0.0,79.0,,,,,,,11.0
11463.0,480.0,95.0,32.0,12.0,26.0,8.0,8,8.0,0.0,79.0,,,,,,,11.0
11464.0,480.0,206.0,3.0,5.0,7.0,9.0,9,9.0,0.0,79.0,,,,,,,11.0
11465.0,480.0,110.0,51.0,22.0,5.0,10.0,10,10.0,0.0,78.0,,,,,,,12.0
11466.0,480.0,205.0,25.0,4.0,18.0,11.0,11,11.0,0.0,78.0,,,,,,,12.0
11467.0,480.0,152.0,51.0,23.0,9.0,12.0,12,12.0,0.0,78.0,,,,,,,12.0
11468.0,480.0,187.0,1.0,7.0,11.0,13.0,13,13.0,0.0,77.0,,,,,,,13.0
11469.0,480.0,194.0,54.0,10.0,25.0,14.0,14,14.0,0.0,76.0,,,,,,,14.0
11470.0,480.0,176.0,21.0,29.0,14.0,15.0,15,15.0,0.0,76.0,,,,,,,14.0
11471.0,480.0,163.0,4.0,16.0,2.0,16.0,16,16.0,0.0,75.0,,,,,,,98.0
11472.0,480.0,158.0,27.0,25.0,16.0,,R,17.0,0.0,70.0,,,,,,,64.0
11473.0,480.0,181.0,54.0,9.0,20.0,,R,18.0,0.0,55.0,,,,,,,83.0
11474.0,480.0,197.0,45.0,31.0,17.0,,R,19.0,0.0,44.0,,,,,,,5.0
11475.0,480.0,172.0,27.0,26.0,13.0,,R,20.0,0.0,33.0,,,,,,,64.0
11476.0,480.0,170.0,53.0,36.0,23.0,,R,21.0,0.0,31.0,,,,,,,5.0
11477.0,480.0,196.0,37.0,18.0,24.0,,R,22.0,0.0,31.0,,,,,,,47.0
11478.0,480.0,211.0,37.0,17.0,22.0,,R,23.0,0.0,25.0,,,,,,,20.0
11479.0,480.0,118.0,53.0,35.0,21.0,,R,24.0,0.0,24.0,,,,,,,5.0
11480.0,480.0,195.0,57.0,14.0,19.0,,R,25.0,0.0,4.0,,,,,,,5.0
11481.0,480.0,175.0,6.0,27.0,10.0,,R,26.0,0.0,0.0,,,,,,,82.0
11482.0,480.0,192.0,56.0,20.0,0.0,,F,27.0,0.0,0.0,,,,,,,81.0
11483.0,480.0,210.0,55.0,33.0,0.0,,F,28.0,0.0,0.0,,,,,,,81.0
11484.0,480.0,184.0,21.0,30.0,0.0,,F,29.0,0.0,0.0,,,,,,,81.0
11485.0,481.0,163.0,4.0,16.0,6.0,1.0,1,1.0,9.0,52.0,22:25.7,4945734.0,,,,,1.0
11486.0,481.0,175.0,6.0,27.0,3.0,2.0,2,2.0,6.0,52.0,14.064,4959798.0,,,,,1.0
11487.0,481.0,207.0,6.0,28.0,1.0,3.0,3,3.0,4.0,52.0,48.452,4994186.0,,,,,1.0
11488.0,481.0,187.0,1.0,7.0,12.0,4.0,4,4.0,3.0,52.0,+1:27.845,5033579.0,,,,,1.0
11489.0,481.0,105.0,25.0,3.0,11.0,5.0,5,5.0,2.0,51.0,,,,,,,11.0
11490.0,481.0,158.0,27.0,25.0,14.0,6.0,6,6.0,1.0,51.0,,,,,,,11.0
11491.0,481.0,95.0,32.0,12.0,23.0,7.0,7,7.0,0.0,51.0,,,,,,,11.0
11492.0,481.0,177.0,3.0,6.0,7.0,8.0,8,8.0,0.0,50.0,,,,,,,12.0
11493.0,481.0,194.0,54.0,10.0,25.0,9.0,9,9.0,0.0,50.0,,,,,,,12.0
11494.0,481.0,110.0,51.0,22.0,9.0,10.0,10,10.0,0.0,50.0,,,,,,,12.0
11495.0,481.0,192.0,56.0,20.0,26.0,11.0,11,11.0,0.0,49.0,,,,,,,13.0
11496.0,481.0,184.0,21.0,30.0,24.0,12.0,12,12.0,0.0,49.0,,,,,,,13.0
11497.0,481.0,195.0,57.0,14.0,18.0,,N,13.0,0.0,40.0,,,,,,,62.0
11498.0,481.0,173.0,32.0,11.0,17.0,,R,14.0,0.0,33.0,,,,,,,37.0
11499.0,481.0,152.0,51.0,23.0,8.0,,R,15.0,0.0,32.0,,,,,,,64.0
11500.0,481.0,176.0,21.0,29.0,19.0,,R,16.0,0.0,28.0,,,,,,,80.0
11501.0,481.0,117.0,4.0,15.0,5.0,,R,17.0,0.0,27.0,,,,,,,98.0
11502.0,481.0,182.0,1.0,8.0,10.0,,R,18.0,0.0,21.0,,,,,,,23.0
11503.0,481.0,197.0,45.0,31.0,15.0,,R,19.0,0.0,10.0,,,,,,,36.0
11504.0,481.0,137.0,34.0,1.0,2.0,,R,20.0,0.0,7.0,,,,,,,5.0
11505.0,481.0,119.0,34.0,2.0,4.0,,R,21.0,0.0,6.0,,,,,,,8.0
11506.0,481.0,172.0,27.0,26.0,21.0,,R,22.0,0.0,5.0,,,,,,,6.0
11507.0,481.0,170.0,53.0,36.0,22.0,,R,23.0,0.0,2.0,,,,,,,5.0
11508.0,481.0,206.0,3.0,5.0,13.0,,R,24.0,0.0,0.0,,,,,,,4.0
11509.0,481.0,118.0,53.0,35.0,16.0,,R,25.0,0.0,0.0,,,,,,,4.0
11510.0,481.0,205.0,25.0,4.0,20.0,,R,26.0,0.0,0.0,,,,,,,4.0
11511.0,481.0,211.0,37.0,17.0,0.0,,F,27.0,0.0,0.0,,,,,,,81.0
11512.0,481.0,181.0,54.0,9.0,0.0,,F,28.0,0.0,0.0,,,,,,,81.0
11513.0,481.0,196.0,37.0,18.0,0.0,,F,29.0,0.0,0.0,,,,,,,81.0
11514.0,481.0,210.0,55.0,33.0,0.0,,F,30.0,0.0,0.0,,,,,,,81.0
11515.0,482.0,105.0,25.0,3.0,3.0,1.0,1,1.0,9.0,75.0,41:56.9,6116888.0,,,,,1.0
11516.0,482.0,187.0,1.0,7.0,9.0,2.0,2,2.0,6.0,75.0,27.292,6144180.0,,,,,1.0
11517.0,482.0,158.0,27.0,25.0,4.0,3.0,3,3.0,4.0,75.0,56.45,6173338.0,,,,,1.0
11518.0,482.0,117.0,4.0,15.0,1.0,4.0,4,4.0,3.0,75.0,+1:08.648,6185536.0,,,,,1.0
11519.0,482.0,177.0,3.0,6.0,6.0,5.0,5,5.0,2.0,75.0,+1:11.375,6188263.0,,,,,1.0
11520.0,482.0,206.0,3.0,5.0,14.0,6.0,6,6.0,1.0,74.0,,,,,,,11.0
11521.0,482.0,176.0,21.0,29.0,17.0,7.0,7,7.0,0.0,74.0,,,,,,,11.0
11522.0,482.0,205.0,25.0,4.0,19.0,8.0,8,8.0,0.0,74.0,,,,,,,11.0
11523.0,482.0,110.0,51.0,22.0,18.0,9.0,9,9.0,0.0,73.0,,,,,,,12.0
11524.0,482.0,152.0,51.0,23.0,16.0,10.0,10,10.0,0.0,73.0,,,,,,,12.0
11525.0,482.0,184.0,21.0,30.0,23.0,11.0,11,11.0,0.0,73.0,,,,,,,12.0
11526.0,482.0,211.0,37.0,17.0,25.0,12.0,12,12.0,0.0,73.0,,,,,,,12.0
11527.0,482.0,196.0,37.0,18.0,24.0,13.0,13,13.0,0.0,69.0,,,,,,,16.0
11528.0,482.0,181.0,54.0,9.0,22.0,,N,14.0,0.0,62.0,,,,,,,62.0
11529.0,482.0,182.0,1.0,8.0,13.0,,R,15.0,0.0,53.0,,,,,,,5.0
11530.0,482.0,210.0,55.0,33.0,26.0,,R,16.0,0.0,39.0,,,,,,,20.0
11531.0,482.0,118.0,53.0,35.0,10.0,,R,17.0,0.0,32.0,,,,,,,105.0
11532.0,482.0,173.0,32.0,11.0,20.0,,R,18.0,0.0,28.0,,,,,,,5.0
11533.0,482.0,207.0,6.0,28.0,7.0,,R,19.0,0.0,26.0,,,,,,,22.0
11534.0,482.0,137.0,34.0,1.0,12.0,,R,20.0,0.0,26.0,,,,,,,105.0
11535.0,482.0,163.0,4.0,16.0,2.0,,R,21.0,0.0,20.0,,,,,,,5.0
11536.0,482.0,119.0,34.0,2.0,5.0,,R,22.0,0.0,17.0,,,,,,,8.0
11537.0,482.0,95.0,32.0,12.0,21.0,,R,23.0,0.0,8.0,,,,,,,4.0
11538.0,482.0,172.0,27.0,26.0,11.0,,R,24.0,0.0,5.0,,,,,,,80.0
11539.0,482.0,175.0,6.0,27.0,8.0,,W,25.0,0.0,0.0,,,,,,,54.0
11540.0,482.0,195.0,57.0,14.0,15.0,,W,26.0,0.0,0.0,,,,,,,5.0
11541.0,482.0,197.0,45.0,31.0,27.0,,W,27.0,0.0,0.0,,,,,,,3.0
11542.0,482.0,170.0,53.0,36.0,0.0,,F,28.0,0.0,0.0,,,,,,,81.0
11543.0,482.0,194.0,54.0,10.0,0.0,,F,29.0,0.0,0.0,,,,,,,81.0
11544.0,482.0,192.0,56.0,20.0,0.0,,F,30.0,0.0,0.0,,,,,,,81.0
11545.0,483.0,178.0,3.0,1.0,2.0,1.0,1,1.0,9.0,80.0,50:41.3,6641330.0,,,,,1.0
11546.0,483.0,199.0,3.0,2.0,3.0,2.0,2,2.0,6.0,80.0,9.19,6650520.0,,,,,1.0
11547.0,483.0,137.0,34.0,5.0,4.0,3.0,3,3.0,4.0,80.0,34.92,6676250.0,,,,,1.0
11548.0,483.0,207.0,51.0,22.0,6.0,4.0,4,4.0,3.0,80.0,49.31,6690640.0,,,,,1.0
11549.0,483.0,158.0,25.0,3.0,8.0,5.0,5,5.0,2.0,80.0,+1:06.70,6708030.0,,,,,1.0
11550.0,483.0,175.0,55.0,33.0,17.0,6.0,6,6.0,1.0,79.0,,,,,,,11.0
11551.0,483.0,192.0,56.0,21.0,18.0,7.0,7,7.0,0.0,78.0,,,,,,,12.0
11552.0,483.0,163.0,4.0,16.0,20.0,8.0,8,8.0,0.0,77.0,,,,,,,13.0
11553.0,483.0,176.0,57.0,14.0,19.0,,R,9.0,0.0,70.0,,,,,,,69.0
11554.0,483.0,202.0,6.0,28.0,11.0,,R,10.0,0.0,67.0,,,,,,,69.0
11555.0,483.0,197.0,27.0,25.0,10.0,,R,11.0,0.0,64.0,,,,,,,48.0
11556.0,483.0,212.0,34.0,6.0,15.0,,R,12.0,0.0,49.0,,,,,,,3.0
11557.0,483.0,152.0,51.0,23.0,9.0,,R,13.0,0.0,41.0,,,,,,,4.0
11558.0,483.0,172.0,27.0,26.0,12.0,,R,14.0,0.0,41.0,,,,,,,4.0
11559.0,483.0,177.0,56.0,20.0,16.0,,R,15.0,0.0,41.0,,,,,,,5.0
11560.0,483.0,136.0,54.0,9.0,21.0,,R,16.0,0.0,41.0,,,,,,,4.0
11561.0,483.0,119.0,21.0,29.0,1.0,,R,17.0,0.0,33.0,,,,,,,69.0
11562.0,483.0,213.0,45.0,32.0,24.0,,R,18.0,0.0,26.0,,,,,,,3.0
11563.0,483.0,95.0,32.0,12.0,7.0,,R,19.0,0.0,25.0,,,,,,,3.0
11564.0,483.0,203.0,6.0,27.0,5.0,,R,20.0,0.0,17.0,,,,,,,86.0
11565.0,483.0,187.0,1.0,7.0,23.0,,R,21.0,0.0,16.0,,,,,,,23.0
11566.0,483.0,173.0,32.0,11.0,13.0,,R,22.0,0.0,13.0,,,,,,,3.0
11567.0,483.0,117.0,4.0,15.0,14.0,,R,23.0,0.0,0.0,,,,,,,4.0
11568.0,483.0,110.0,1.0,8.0,22.0,,R,24.0,0.0,0.0,,,,,,,4.0
11569.0,483.0,214.0,25.0,4.0,0.0,,F,25.0,0.0,0.0,,,,,,,81.0
11570.0,483.0,206.0,37.0,17.0,0.0,,F,26.0,0.0,0.0,,,,,,,81.0
11571.0,483.0,215.0,45.0,31.0,0.0,,F,27.0,0.0,0.0,,,,,,,81.0
11572.0,483.0,216.0,21.0,30.0,0.0,,F,28.0,0.0,0.0,,,,,,,81.0
11573.0,483.0,194.0,37.0,18.0,0.0,,F,29.0,0.0,0.0,,,,,,,81.0
11574.0,484.0,199.0,3.0,2.0,2.0,1.0,1,1.0,9.0,62.0,00:23.7,7223660.0,,,,,1.0
11575.0,484.0,178.0,3.0,1.0,3.0,2.0,2,2.0,6.0,62.0,4.44,7228100.0,,,,,1.0
11576.0,484.0,119.0,21.0,29.0,4.0,3.0,3,3.0,4.0,62.0,+1:03.08,7286740.0,,,,,1.0
11577.0,484.0,176.0,57.0,14.0,18.0,4.0,4,4.0,3.0,62.0,+1:17.03,7300690.0,,,,,1.0
11578.0,484.0,173.0,32.0,11.0,10.0,5.0,5,5.0,2.0,62.0,+1:26.42,7310080.0,,,,,1.0
11579.0,484.0,172.0,27.0,26.0,16.0,6.0,6,6.0,1.0,62.0,+1:26.83,7310490.0,,,,,1.0
11580.0,484.0,197.0,27.0,25.0,23.0,7.0,7,7.0,0.0,62.0,+1:30.25,7313910.0,,,,,1.0
11581.0,484.0,187.0,1.0,7.0,15.0,8.0,8,8.0,0.0,61.0,,,,,,,11.0
11582.0,484.0,177.0,56.0,20.0,12.0,9.0,9,9.0,0.0,61.0,,,,,,,11.0
11583.0,484.0,175.0,55.0,33.0,19.0,10.0,10,10.0,0.0,61.0,,,,,,,11.0
11584.0,484.0,95.0,32.0,12.0,13.0,11.0,11,11.0,0.0,61.0,,,,,,,11.0
11585.0,484.0,137.0,34.0,5.0,1.0,12.0,12,12.0,0.0,60.0,,,,,,,12.0
