resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId
1.0,1.0,1.0,1.0,22.0,1.0,1.0,1,1.0,10.0,58.0,34:50.6,5690616.0,39.0,2.0,1:29.020,218.3,1.0
2.0,1.0,2.0,2.0,3.0,5.0,2.0,2,2.0,8.0,58.0,5.478,5696094.0,41.0,3.0,1:28.283,217.586,1.0
3.0,1.0,3.0,3.0,7.0,7.0,3.0,3,3.0,6.0,58.0,8.163,5698779.0,41.0,5.0,1:27.706,216.719,1.0
4.0,1.0,4.0,4.0,5.0,11.0,4.0,4,4.0,5.0,58.0,17.181,5707797.0,58.0,7.0,1:28.712,215.464,1.0
5.0,1.0,6.0,1.0,23.0,3.0,5.0,5,5.0,4.0,58.0,18.014,5708630.0,43.0,1.0,1:29.923,218.385,1.0
6.0,1.0,7.0,3.0,8.0,13.0,6.0,6,6.0,3.0,57.0,,,50.0,14.0,1:29.823,212.974,11.0
7.0,1.0,8.0,5.0,14.0,17.0,7.0,7,7.0,2.0,55.0,,,22.0,12.0,1:28.488,213.224,5.0
8.0,1.0,9.0,6.0,1.0,15.0,8.0,8,8.0,1.0,53.0,,,20.0,4.0,1:27.988,217.18,5.0
9.0,1.0,10.0,2.0,4.0,2.0,,R,9.0,0.0,47.0,,,15.0,9.0,1:28.416,215.1,4.0
10.0,1.0,12.0,7.0,12.0,18.0,,R,10.0,0.0,43.0,,,23.0,13.0,1:30.502,213.166,3.0
11.0,1.0,13.0,8.0,18.0,19.0,,R,11.0,0.0,32.0,,,24.0,15.0,1:29.141,210.038,7.0
12.0,1.0,15.0,4.0,6.0,20.0,,R,12.0,0.0,30.0,,,20.0,16.0,1:28.916,208.907,8.0
13.0,1.0,16.0,6.0,2.0,4.0,,R,13.0,0.0,29.0,,,23.0,6.0,1:28.943,216.51,5.0
14.0,1.0,17.0,9.0,9.0,8.0,,R,14.0,0.0,25.0,,,21.0,11.0,1:28.508,213.3,4.0
15.0,1.0,18.0,7.0,11.0,6.0,,R,15.0,0.0,19.0,,,18.0,10.0,1:28.020,213.758,10.0
16.0,1.0,20.0,10.0,20.0,22.0,,R,16.0,0.0,8.0,,,8.0,17.0,1:28.140,207.461,9.0
17.0,1.0,21.0,9.0,10.0,14.0,,R,17.0,0.0,0.0,,,,,1:29.005,,4.0
18.0,1.0,22.0,11.0,16.0,12.0,,R,18.0,0.0,0.0,,,,,1:29.066,,4.0
19.0,1.0,67.0,8.0,19.0,21.0,,R,19.0,0.0,0.0,,,,,1:29.230,,4.0
20.0,2.0,1.0,5.0,15.0,9.0,,R,20.0,0.0,0.0,,,,,1:39.141,,4.0
21.0,2.0,2.0,10.0,21.0,16.0,,R,21.0,0.0,0.0,,,,,1:39.084,,4.0
22.0,2.0,3.0,11.0,17.0,10.0,,D,22.0,0.0,58.0,,,44.0,8.0,1:37.598,215.141,2.0
23.0,2.0,4.0,6.0,1.0,2.0,1.0,1,1.0,10.0,56.0,31:18.6,5478555.0,37.0,2.0,1:39.006,209.158,1.0
24.0,2.0,6.0,2.0,4.0,4.0,2.0,2,2.0,8.0,56.0,19.57,5498125.0,39.0,6.0,1:39.387,208.033,1.0
25.0,2.0,7.0,1.0,23.0,8.0,3.0,3,3.0,6.0,56.0,38.45,5517005.0,19.0,7.0,1:39.242,208.031,1.0
26.0,2.0,8.0,7.0,11.0,3.0,4.0,4,4.0,5.0,56.0,45.832,5524387.0,53.0,8.0,1:38.453,207.715,1.0
27.0,2.0,9.0,1.0,22.0,9.0,5.0,5,5.0,4.0,56.0,46.548,5525103.0,53.0,3.0,2:02.738,209.033,1.0
28.0,2.0,10.0,2.0,3.0,5.0,6.0,6,6.0,3.0,56.0,49.833,5528388.0,55.0,1.0,1:39.406,209.244,1.0
29.0,2.0,12.0,9.0,10.0,6.0,7.0,7,7.0,2.0,56.0,+1:08.130,5546685.0,53.0,12.0,1:39.268,206.366,1.0
30.0,2.0,13.0,4.0,5.0,7.0,8.0,8,8.0,1.0,56.0,+1:10.041,5548596.0,40.0,10.0,1:39.250,207.24,1.0
31.0,2.0,15.0,9.0,9.0,12.0,9.0,9,9.0,0.0,56.0,+1:16.220,5554775.0,55.0,9.0,1:37.591,207.417,1.0
32.0,2.0,16.0,11.0,16.0,11.0,10.0,10,10.0,0.0,56.0,+1:26.214,5564769.0,56.0,4.0,1:39.464,208.481,1.0
33.0,2.0,17.0,4.0,6.0,13.0,11.0,11,11.0,0.0,56.0,+1:32.202,5570757.0,52.0,15.0,1:37.672,205.812,1.0
34.0,2.0,18.0,10.0,21.0,17.0,12.0,12,12.0,0.0,55.0,,,52.0,16.0,1:36.641,205.8,11.0
35.0,2.0,20.0,11.0,17.0,14.0,13.0,13,13.0,0.0,55.0,,,55.0,11.0,1:38.427,206.372,11.0
36.0,2.0,21.0,3.0,7.0,16.0,14.0,14,14.0,0.0,55.0,,,55.0,13.0,1:39.407,206.182,11.0
37.0,2.0,22.0,8.0,19.0,21.0,15.0,15,15.0,0.0,55.0,,,55.0,18.0,1:37.484,203.265,11.0
38.0,2.0,67.0,8.0,18.0,19.0,16.0,16,16.0,0.0,54.0,,,53.0,19.0,1:38.938,202.578,12.0
39.0,3.0,1.0,3.0,8.0,22.0,17.0,17,17.0,0.0,54.0,,,19.0,17.0,1:54.665,204.222,12.0
40.0,3.0,2.0,5.0,15.0,15.0,,R,18.0,0.0,39.0,,,37.0,14.0,1:54.158,205.995,5.0
41.0,3.0,3.0,6.0,2.0,1.0,,R,19.0,0.0,30.0,,,15.0,5.0,1:54.243,208.048,20.0
42.0,3.0,4.0,10.0,20.0,20.0,,R,20.0,0.0,5.0,,,3.0,20.0,1:54.481,198.891,9.0
43.0,3.0,5.0,7.0,12.0,10.0,,R,21.0,0.0,1.0,,,,,1:54.516,,4.0
44.0,3.0,6.0,5.0,14.0,18.0,,R,22.0,0.0,0.0,,,,,1:56.167,,20.0
45.0,3.0,7.0,6.0,2.0,2.0,1.0,1,1.0,10.0,57.0,31:07.0,5466970.0,38.0,3.0,1:53.474,208.153,1.0
46.0,3.0,8.0,6.0,1.0,4.0,2.0,2,2.0,8.0,57.0,3.339,5470309.0,35.0,4.0,1:55.396,207.911,1.0
47.0,3.0,9.0,2.0,4.0,1.0,3.0,3,3.0,6.0,57.0,4.998,5471968.0,55.0,5.0,1:55.350,207.765,1.0
48.0,3.0,10.0,2.0,3.0,6.0,4.0,4,4.0,5.0,57.0,8.409,5475379.0,48.0,2.0,1:52.703,208.231,1.0
49.0,3.0,12.0,1.0,23.0,5.0,5.0,5,5.0,4.0,57.0,26.789,5493759.0,49.0,1.0,1:55.535,209.062,1.0
50.0,3.0,13.0,7.0,11.0,7.0,6.0,6,6.0,3.0,57.0,41.314,5508284.0,45.0,7.0,1:56.484,206.819,1.0
51.0,3.0,15.0,9.0,10.0,11.0,7.0,7,7.0,2.0,57.0,45.473,5512443.0,51.0,8.0,2:00.330,206.597,1.0
52.0,3.0,16.0,3.0,7.0,8.0,8.0,8,8.0,1.0,57.0,55.889,5522859.0,57.0,6.0,1:54.777,207.109,1.0
53.0,3.0,17.0,7.0,12.0,13.0,9.0,9,9.0,0.0,57.0,+1:09.500,5536470.0,56.0,9.0,1:52.980,205.503,1.0
54.0,3.0,18.0,4.0,5.0,10.0,10.0,10,10.0,0.0,57.0,+1:17.181,5544151.0,35.0,13.0,1:53.546,204.668,1.0
55.0,3.0,20.0,11.0,17.0,12.0,11.0,11,11.0,0.0,57.0,+1:17.862,5544832.0,40.0,10.0,1:52.627,205.399,1.0
56.0,3.0,21.0,10.0,21.0,18.0,12.0,12,12.0,0.0,56.0,,,56.0,11.0,1:56.239,204.963,11.0
57.0,3.0,22.0,1.0,22.0,3.0,13.0,13,13.0,0.0,56.0,,,25.0,19.0,1:52.592,203.969,11.0
58.0,3.0,67.0,3.0,8.0,16.0,14.0,14,14.0,0.0,56.0,,,30.0,17.0,1:54.590,204.155,11.0
59.0,4.0,1.0,5.0,14.0,15.0,15.0,15,15.0,0.0,56.0,,,33.0,15.0,1:34.915,204.369,11.0
60.0,4.0,2.0,8.0,19.0,21.0,16.0,16,16.0,0.0,56.0,,,45.0,14.0,1:35.924,204.389,11.0
61.0,4.0,3.0,8.0,18.0,22.0,17.0,17,17.0,0.0,56.0,,,56.0,20.0,1:35.816,203.18,11.0
62.0,4.0,4.0,9.0,9.0,17.0,18.0,18,18.0,0.0,56.0,,,43.0,16.0,1:35.722,204.331,11.0
63.0,4.0,5.0,10.0,20.0,20.0,19.0,19,19.0,0.0,56.0,,,55.0,18.0,1:35.520,204.136,12.0
64.0,4.0,6.0,4.0,6.0,14.0,,R,20.0,0.0,40.0,,,31.0,12.0,1:36.153,204.808,6.0
65.0,4.0,7.0,11.0,16.0,9.0,,R,21.0,0.0,19.0,,,11.0,21.0,1:35.410,202.686,4.0
66.0,4.0,8.0,5.0,15.0,19.0,,R,22.0,0.0,0.0,,,,,1:35.498,,5.0
67.0,4.0,9.0,6.0,1.0,1.0,1.0,1,1.0,10.0,66.0,38:19.1,5899051.0,46.0,1.0,1:35.706,205.191,1.0
68.0,4.0,10.0,6.0,2.0,3.0,2.0,2,2.0,8.0,66.0,3.228,5902279.0,45.0,2.0,1:34.574,204.863,1.0
69.0,4.0,12.0,1.0,22.0,5.0,3.0,3,3.0,6.0,66.0,4.187,5903238.0,20.0,3.0,1:35.441,204.323,1.0
70.0,4.0,13.0,2.0,4.0,4.0,4.0,4,4.0,5.0,66.0,5.694,5904745.0,20.0,4.0,1:35.065,204.102,1.0
71.0,4.0,15.0,9.0,10.0,7.0,5.0,5,5.0,4.0,66.0,35.938,5934989.0,19.0,8.0,1:34.556,202.969,1.0
72.0,4.0,16.0,11.0,16.0,13.0,6.0,6,6.0,3.0,66.0,53.01,5952061.0,66.0,5.0,1:36.219,203.489,1.0
73.0,4.0,17.0,3.0,8.0,12.0,7.0,7,7.0,2.0,66.0,58.244,5957295.0,48.0,15.0,1:35.165,200.576,1.0
74.0,4.0,18.0,7.0,11.0,8.0,8.0,8,8.0,1.0,66.0,59.435,5958486.0,45.0,10.0,1:34.588,202.494,1.0
75.0,4.0,20.0,2.0,3.0,9.0,9.0,9,9.0,0.0,66.0,+1:03.073,5962124.0,21.0,7.0,1:34.756,203.08,1.0
76.0,4.0,21.0,10.0,21.0,19.0,10.0,10,10.0,0.0,65.0,,,40.0,14.0,1:36.376,200.841,11.0
77.0,4.0,22.0,7.0,12.0,14.0,11.0,11,11.0,0.0,65.0,,,57.0,12.0,1:34.901,201.886,11.0
78.0,4.0,67.0,9.0,9.0,17.0,12.0,12,12.0,0.0,65.0,,,57.0,11.0,1:36.473,202.288,11.0
79.0,5.0,1.0,8.0,18.0,22.0,13.0,13,13.0,0.0,65.0,,,34.0,17.0,1:23.839,198.045,11.0
80.0,5.0,2.0,3.0,7.0,15.0,,R,14.0,0.0,41.0,,,20.0,13.0,1:23.878,201.13,5.0
81.0,5.0,3.0,4.0,5.0,2.0,,R,15.0,0.0,34.0,,,15.0,9.0,1:23.621,202.677,5.0
82.0,5.0,4.0,11.0,17.0,11.0,,R,16.0,0.0,34.0,,,21.0,16.0,1:23.420,199.837,4.0
83.0,5.0,5.0,1.0,23.0,6.0,,R,17.0,0.0,21.0,,,19.0,6.0,1:28.719,203.243,3.0
84.0,5.0,6.0,8.0,19.0,21.0,,R,18.0,0.0,8.0,,,6.0,20.0,1:24.155,192.922,21.0
85.0,5.0,8.0,5.0,14.0,16.0,,R,19.0,0.0,7.0,,,6.0,19.0,1:24.490,194.862,4.0
86.0,5.0,9.0,4.0,6.0,10.0,,R,20.0,0.0,6.0,,,6.0,18.0,1:24.078,196.128,4.0
87.0,5.0,10.0,10.0,20.0,20.0,,R,21.0,0.0,0.0,,,,,1:24.134,,4.0
88.0,5.0,12.0,5.0,15.0,18.0,,R,22.0,0.0,0.0,,,,,1:24.286,,4.0
89.0,5.0,13.0,6.0,2.0,1.0,1.0,1,1.0,10.0,58.0,26:49.5,5209451.0,16.0,3.0,1:23.089,221.734,1.0
90.0,5.0,17.0,1.0,22.0,3.0,2.0,2,2.0,8.0,58.0,3.779,5213230.0,31.0,2.0,1:23.112,222.085,1.0
91.0,5.0,18.0,6.0,1.0,4.0,3.0,3,3.0,6.0,58.0,4.271,5213722.0,20.0,1.0,1:22.899,222.144,1.0
92.0,5.0,20.0,2.0,4.0,5.0,4.0,4,4.0,5.0,58.0,21.945,5231396.0,17.0,4.0,1:23.090,221.442,1.0
93.0,5.0,21.0,2.0,3.0,9.0,5.0,5,5.0,4.0,58.0,38.741,5248192.0,20.0,5.0,1:23.796,220.328,1.0
94.0,5.0,22.0,4.0,5.0,7.0,6.0,6,6.0,3.0,58.0,53.724,5263175.0,57.0,6.0,1:22.762,220.174,1.0
95.0,6.0,1.0,9.0,10.0,6.0,7.0,7,7.0,2.0,58.0,+1:04.229,5273680.0,14.0,7.0,1:15.706,219.294,1.0
96.0,6.0,2.0,3.0,7.0,11.0,8.0,8,8.0,1.0,58.0,+1:11.406,5280857.0,55.0,9.0,1:16.268,218.882,1.0
97.0,6.0,3.0,9.0,9.0,10.0,9.0,9,9.0,0.0,58.0,+1:15.270,5284721.0,41.0,12.0,1:15.772,218.457,1.0
98.0,6.0,4.0,7.0,11.0,8.0,10.0,10,10.0,0.0,58.0,+1:16.344,5285795.0,52.0,11.0,1:15.371,218.556,1.0
99.0,6.0,5.0,11.0,16.0,13.0,11.0,11,11.0,0.0,57.0,,,57.0,13.0,1:15.672,218.377,11.0
100.0,6.0,6.0,1.0,23.0,2.0,12.0,12,12.0,0.0,57.0,,,55.0,8.0,1:15.792,219.269,11.0
101.0,6.0,7.0,7.0,12.0,15.0,13.0,13,13.0,0.0,57.0,,,28.0,16.0,1:16.178,217.623,11.0
102.0,6.0,8.0,11.0,17.0,12.0,14.0,14,14.0,0.0,57.0,,,56.0,14.0,1:15.382,218.33,11.0
103.0,6.0,9.0,4.0,6.0,17.0,15.0,15,15.0,0.0,57.0,,,40.0,10.0,1:17.558,218.703,11.0
104.0,6.0,10.0,10.0,20.0,19.0,16.0,16,16.0,0.0,57.0,,,35.0,18.0,1:16.066,216.454,11.0
105.0,6.0,12.0,5.0,15.0,14.0,17.0,17,17.0,0.0,57.0,,,38.0,15.0,1:18.514,217.926,11.0
106.0,6.0,13.0,5.0,14.0,18.0,,R,18.0,0.0,24.0,,,19.0,17.0,1:15.154,216.539,22.0
107.0,6.0,15.0,3.0,8.0,16.0,,R,19.0,0.0,1.0,,,,,1:16.011,,4.0
108.0,6.0,16.0,10.0,21.0,20.0,,R,20.0,0.0,0.0,,,,,1:16.245,,4.0
109.0,6.0,17.0,1.0,22.0,3.0,1.0,1,1.0,10.0,76.0,00:42.7,7242742.0,71.0,6.0,1:15.321,153.152,1.0
110.0,6.0,18.0,2.0,4.0,5.0,2.0,2,2.0,8.0,76.0,3.064,7245806.0,75.0,5.0,1:15.190,154.286,1.0
111.0,6.0,20.0,6.0,2.0,1.0,3.0,3,3.0,6.0,76.0,4.811,7247553.0,76.0,4.0,1:17.634,154.379,1.0
112.0,6.0,21.0,9.0,10.0,9.0,4.0,4,4.0,5.0,76.0,19.295,7262037.0,74.0,8.0,1:16.419,152.133,1.0
113.0,6.0,22.0,5.0,15.0,19.0,5.0,5,5.0,4.0,76.0,24.657,7267399.0,74.0,7.0,1:15.685,152.614,1.0
114.0,6.0,67.0,11.0,17.0,14.0,6.0,6,6.0,3.0,76.0,28.408,7271150.0,75.0,9.0,1:18.582,151.104,1.0
115.0,7.0,1.0,3.0,8.0,13.0,7.0,7,7.0,2.0,76.0,30.18,7272922.0,75.0,13.0,1:28.562,150.469,1.0
116.0,7.0,2.0,1.0,23.0,4.0,8.0,8,8.0,1.0,76.0,33.191,7275933.0,74.0,2.0,1:28.214,155.586,1.0
117.0,7.0,3.0,6.0,1.0,2.0,9.0,9,9.0,0.0,76.0,33.792,7276534.0,74.0,1.0,1:28.222,156.789,1.0
118.0,7.0,4.0,4.0,5.0,7.0,10.0,10,10.0,0.0,75.0,,,73.0,3.0,1:28.389,154.413,11.0
119.0,7.0,5.0,11.0,16.0,11.0,11.0,11,11.0,0.0,75.0,,,74.0,10.0,1:29.174,151.089,11.0
120.0,7.0,6.0,7.0,12.0,10.0,12.0,12,12.0,0.0,75.0,,,75.0,11.0,1:27.988,151.021,11.0
121.0,7.0,7.0,7.0,11.0,8.0,13.0,13,13.0,0.0,75.0,,,75.0,12.0,1:29.022,150.62,11.0
122.0,7.0,8.0,2.0,3.0,12.0,14.0,14,14.0,0.0,72.0,,,72.0,14.0,1:28.061,149.829,14.0
123.0,7.0,9.0,10.0,20.0,18.0,,R,15.0,0.0,67.0,,,60.0,16.0,1:28.008,146.564,4.0
124.0,7.0,10.0,3.0,7.0,6.0,,R,16.0,0.0,59.0,,,58.0,15.0,1:27.883,147.951,3.0
125.0,7.0,12.0,4.0,6.0,17.0,,R,17.0,0.0,47.0,,,40.0,17.0,1:28.340,131.86,3.0
126.0,7.0,13.0,10.0,21.0,20.0,,R,18.0,0.0,36.0,,,33.0,18.0,1:28.176,129.5,6.0
127.0,7.0,15.0,9.0,9.0,15.0,,R,19.0,0.0,7.0,,,7.0,20.0,1:27.868,117.753,3.0
128.0,7.0,16.0,5.0,14.0,16.0,,R,20.0,0.0,7.0,,,7.0,19.0,1:29.192,118.872,4.0
129.0,7.0,17.0,2.0,4.0,2.0,1.0,1,1.0,10.0,70.0,36:24.2,5784227.0,47.0,4.0,1:27.809,202.473,1.0
130.0,7.0,18.0,2.0,3.0,8.0,2.0,2,2.0,8.0,70.0,16.495,5800722.0,25.0,2.0,1:27.579,202.758,1.0
131.0,7.0,20.0,9.0,9.0,13.0,3.0,3,3.0,6.0,70.0,23.352,5807579.0,36.0,7.0,1:27.622,201.057,1.0
132.0,7.0,21.0,7.0,12.0,11.0,4.0,4,4.0,5.0,70.0,42.627,5826854.0,31.0,17.0,1:34.070,198.51,1.0
133.0,7.0,22.0,6.0,2.0,6.0,5.0,5,5.0,4.0,70.0,43.934,5828161.0,11.0,6.0,1:28.526,201.261,1.0
134.0,7.0,67.0,7.0,11.0,14.0,6.0,6,6.0,3.0,70.0,47.775,5832002.0,38.0,15.0,1:28.624,199.056,1.0
135.0,8.0,1.0,11.0,17.0,9.0,7.0,7,7.0,2.0,70.0,53.597,5837824.0,35.0,10.0,1:22.576,200.503,1.0
136.0,8.0,2.0,5.0,15.0,19.0,8.0,8,8.0,1.0,70.0,54.12,5838347.0,33.0,12.0,1:21.956,199.913,1.0
137.0,8.0,3.0,1.0,23.0,7.0,9.0,9,9.0,0.0,70.0,54.433,5838660.0,62.0,11.0,1:21.054,200.091,1.0
138.0,8.0,4.0,3.0,7.0,5.0,10.0,10,10.0,0.0,70.0,54.749,5838976.0,14.0,5.0,1:21.852,201.336,1.0
139.0,8.0,5.0,11.0,16.0,20.0,11.0,11,11.0,0.0,70.0,+1:07.540,5851767.0,58.0,19.0,1:22.418,197.847,1.0
140.0,8.0,6.0,9.0,10.0,10.0,12.0,12,12.0,0.0,70.0,+1:11.299,5855526.0,51.0,8.0,1:21.845,200.759,1.0
141.0,8.0,7.0,5.0,14.0,18.0,13.0,13,13.0,0.0,69.0,,,34.0,13.0,1:22.466,199.689,11.0
142.0,8.0,8.0,10.0,21.0,17.0,,R,14.0,0.0,51.0,,,41.0,16.0,1:21.656,198.563,20.0
143.0,8.0,9.0,3.0,8.0,12.0,,R,15.0,0.0,46.0,,,30.0,14.0,1:22.182,199.273,3.0
144.0,8.0,10.0,4.0,5.0,4.0,,R,16.0,0.0,44.0,,,16.0,9.0,1:21.671,200.697,20.0
145.0,8.0,12.0,4.0,6.0,15.0,,R,17.0,0.0,43.0,,,16.0,18.0,1:22.505,198.129,23.0
146.0,8.0,13.0,6.0,1.0,3.0,,R,18.0,0.0,19.0,,,14.0,1.0,1:21.509,202.871,4.0
147.0,8.0,15.0,1.0,22.0,1.0,,R,19.0,0.0,19.0,,,4.0,3.0,1:21.806,202.559,4.0
148.0,8.0,16.0,10.0,20.0,16.0,,R,20.0,0.0,13.0,,,7.0,20.0,1:23.475,194.624,6.0
149.0,8.0,17.0,6.0,2.0,2.0,1.0,1,1.0,10.0,70.0,31:50.2,5510245.0,20.0,2.0,1:20.915,206.956,1.0
150.0,8.0,18.0,6.0,1.0,1.0,2.0,2,2.0,8.0,70.0,17.984,5528229.0,16.0,1.0,1:21.189,207.224,1.0
151.0,8.0,20.0,7.0,11.0,4.0,3.0,3,3.0,6.0,70.0,28.25,5538495.0,12.0,7.0,1:20.735,204.721,1.0
152.0,8.0,21.0,1.0,23.0,10.0,4.0,4,4.0,5.0,70.0,28.929,5539174.0,46.0,3.0,1:21.810,205.87,1.0
153.0,8.0,22.0,2.0,4.0,5.0,5.0,5,5.0,4.0,70.0,30.512,5540757.0,16.0,4.0,1:21.429,205.768,1.0
154.0,8.0,67.0,9.0,10.0,6.0,6.0,6,6.0,3.0,70.0,40.304,5550549.0,22.0,6.0,1:22.711,204.879,1.0
155.0,9.0,1.0,4.0,6.0,9.0,7.0,7,7.0,2.0,70.0,41.033,5551278.0,24.0,10.0,1:35.367,204.218,1.0
156.0,9.0,2.0,4.0,5.0,3.0,8.0,8,8.0,1.0,70.0,43.372,5553617.0,39.0,8.0,1:34.559,204.525,1.0
157.0,9.0,3.0,9.0,9.0,7.0,9.0,9,9.0,0.0,70.0,51.021,5561266.0,23.0,12.0,1:34.403,204.06,1.0
158.0,9.0,4.0,1.0,22.0,13.0,10.0,10,10.0,0.0,70.0,54.538,5564783.0,40.0,5.0,1:33.365,205.022,1.0
159.0,9.0,5.0,7.0,12.0,8.0,11.0,11,11.0,0.0,70.0,57.7,5567945.0,45.0,13.0,1:35.524,204.013,1.0
160.0,9.0,6.0,5.0,15.0,12.0,12.0,12,12.0,0.0,70.0,58.065,5568310.0,36.0,11.0,1:34.238,204.212,1.0
161.0,9.0,7.0,2.0,3.0,11.0,13.0,13,13.0,0.0,70.0,+1:02.079,5572324.0,46.0,9.0,1:37.498,204.328,1.0
162.0,9.0,8.0,11.0,17.0,20.0,14.0,14,14.0,0.0,69.0,,,54.0,14.0,1:36.080,203.665,11.0
163.0,9.0,9.0,3.0,8.0,15.0,15.0,15,15.0,0.0,69.0,,,60.0,15.0,1:34.537,203.443,11.0
164.0,9.0,10.0,3.0,7.0,19.0,16.0,16,16.0,0.0,69.0,,,38.0,17.0,1:35.369,202.776,11.0
165.0,9.0,12.0,5.0,14.0,14.0,17.0,17,17.0,0.0,69.0,,,28.0,16.0,1:34.876,203.022,11.0
166.0,9.0,13.0,10.0,21.0,17.0,18.0,18,18.0,0.0,69.0,,,53.0,19.0,1:34.458,202.141,11.0
167.0,9.0,15.0,10.0,20.0,18.0,19.0,19,19.0,0.0,69.0,,,41.0,18.0,1:33.654,202.385,11.0
168.0,9.0,16.0,11.0,16.0,16.0,,R,20.0,0.0,16.0,,,15.0,20.0,1:35.366,196.345,4.0
169.0,9.0,17.0,1.0,22.0,4.0,1.0,1,1.0,10.0,60.0,39:09.4,5949440.0,16.0,3.0,1:34.003,199.398,1.0
170.0,9.0,18.0,2.0,3.0,5.0,2.0,2,2.0,8.0,60.0,+1:08.577,6018017.0,21.0,2.0,1:34.252,199.609,1.0
171.0,9.0,20.0,11.0,17.0,16.0,3.0,3,3.0,6.0,60.0,+1:22.273,6031713.0,21.0,11.0,1:34.089,198.183,1.0
172.0,9.0,21.0,6.0,1.0,3.0,4.0,4,4.0,5.0,59.0,,,18.0,1.0,1:35.301,200.842,11.0
173.0,9.0,22.0,1.0,23.0,1.0,5.0,5,5.0,4.0,59.0,,,17.0,5.0,1:34.676,198.728,11.0
174.0,9.0,67.0,4.0,5.0,6.0,6.0,6,6.0,3.0,59.0,,,17.0,6.0,1:36.279,198.722,11.0
175.0,10.0,1.0,7.0,11.0,14.0,7.0,7,7.0,2.0,59.0,,,22.0,13.0,1:22.479,197.292,11.0
176.0,10.0,2.0,3.0,8.0,15.0,8.0,8,8.0,1.0,59.0,,,21.0,14.0,1:23.282,196.31,11.0
177.0,10.0,3.0,3.0,7.0,20.0,9.0,9,9.0,0.0,59.0,,,21.0,16.0,1:22.468,195.234,11.0
178.0,10.0,4.0,9.0,10.0,2.0,10.0,10,10.0,0.0,59.0,,,17.0,4.0,1:23.529,199.109,11.0
179.0,10.0,5.0,5.0,14.0,13.0,11.0,11,11.0,0.0,59.0,,,21.0,9.0,1:22.958,198.224,11.0
180.0,10.0,6.0,7.0,12.0,12.0,12.0,12,12.0,0.0,59.0,,,19.0,15.0,1:23.180,195.619,11.0
181.0,10.0,8.0,6.0,2.0,9.0,13.0,13,13.0,0.0,58.0,,,19.0,8.0,1:22.434,198.458,12.0
182.0,10.0,9.0,2.0,4.0,10.0,,R,14.0,0.0,39.0,,,22.0,12.0,1:23.224,197.859,20.0
183.0,10.0,10.0,11.0,16.0,17.0,,R,15.0,0.0,38.0,,,21.0,10.0,1:22.506,198.205,20.0
184.0,10.0,12.0,4.0,6.0,7.0,,R,16.0,0.0,35.0,,,21.0,7.0,1:23.418,198.573,20.0
185.0,10.0,15.0,10.0,21.0,19.0,,R,17.0,0.0,16.0,,,21.0,17.0,1:23.261,194.96,20.0
186.0,10.0,16.0,10.0,20.0,18.0,,R,18.0,0.0,10.0,,,5.0,18.0,1:44.266,188.545,20.0
187.0,10.0,17.0,5.0,15.0,8.0,,R,19.0,0.0,0.0,,,,,1:21.931,,4.0
188.0,10.0,18.0,9.0,9.0,11.0,,R,20.0,0.0,0.0,,,,,1:22.706,,4.0
189.0,10.0,20.0,1.0,22.0,1.0,1.0,1,1.0,10.0,67.0,31:20.9,5480874.0,17.0,2.0,1:23.457,216.552,1.0
190.0,10.0,21.0,4.0,6.0,17.0,2.0,2,2.0,8.0,67.0,5.586,5486460.0,66.0,9.0,1:23.174,214.099,1.0
191.0,10.0,22.0,6.0,2.0,2.0,3.0,3,3.0,6.0,67.0,9.339,5490213.0,19.0,5.0,1:23.024,215.241,1.0
192.0,10.0,67.0,2.0,3.0,12.0,4.0,4,4.0,5.0,67.0,9.825,5490699.0,52.0,1.0,1:22.955,216.7,1.0
193.0,10.0,153.0,1.0,23.0,3.0,5.0,5,5.0,4.0,67.0,12.411,5493285.0,63.0,4.0,1:23.444,215.261,1.0
194.0,11.0,1.0,6.0,1.0,6.0,6.0,6,6.0,3.0,67.0,14.403,5495277.0,66.0,3.0,1:39.056,215.692,1.0
195.0,11.0,2.0,2.0,4.0,7.0,7.0,7,7.0,2.0,67.0,22.682,5503556.0,17.0,6.0,1:39.704,214.937,1.0
196.0,11.0,3.0,5.0,15.0,9.0,8.0,8,8.0,1.0,67.0,33.299,5514173.0,20.0,8.0,1:39.329,214.484,1.0
197.0,11.0,4.0,7.0,11.0,4.0,9.0,9,9.0,0.0,67.0,37.158,5518032.0,17.0,12.0,1:39.494,213.785,1.0
198.0,11.0,5.0,3.0,7.0,13.0,10.0,10,10.0,0.0,67.0,37.625,5518499.0,34.0,15.0,1:39.341,212.799,1.0
199.0,11.0,6.0,4.0,5.0,5.0,11.0,11,11.0,0.0,67.0,38.6,5519474.0,17.0,13.0,1:39.747,213.53,1.0
200.0,11.0,8.0,5.0,14.0,15.0,12.0,12,12.0,0.0,67.0,39.111,5519985.0,63.0,10.0,1:39.207,213.935,1.0
201.0,11.0,9.0,9.0,9.0,10.0,13.0,13,13.0,0.0,67.0,54.971,5535845.0,18.0,11.0,1:39.374,213.866,1.0
202.0,11.0,10.0,3.0,8.0,16.0,14.0,14,14.0,0.0,67.0,+1:00.003,5540877.0,23.0,17.0,1:38.683,211.947,1.0
